Country Name,Region Name,Main Grouping,Indicator - Topic,Indicator - Topic description,Indicator Name,Indicator - Unit,Scale,Indicator - Source,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Egypt,North Africa,Energy,Access,Energy access,Energy: Population without access to clean cooking fuels (millions of people),Millions of people,,Tracking SDG7/WBG,,,,,,,,,,,11.69,,,,,6.16,,,,,3.37,NULL,NULL,NULL,2.65,NULL,2.28,,
Egypt,North Africa,Energy,Efficiency,Energy efficiency,National energy intensity (MJ/USD PPP 2011),MJ/USD PPP 2011,,Tracking SDG7/WBG,3.980099,3.939824,3.871196,3.901086,3.609589,3.668299,3.708479,3.661284,3.770892,3.633269,3.290145,3.568754,3.596117,3.61771,3.813802,4.20218,4.154234,4.148991,4.017084,3.926712,3.698225,3.791592,3.819849,3.677465,3.714345,3.51107,NULL,,
Egypt,North Africa,Electricity,Access,Electricity access,Population access to electricity-National (% of population),% of population,,Tracking SDG7/WBG,93.95647,94.31865,93.4,95.03894,95.39144,95.5,96.06585,96.38164,96.67907,96.95509,97.7,97.44283,97.66513,98.8,98.10135,99.4,99.04,98.8196,99.8,99.37946,99.6497,99.85317,99.7,99.99509,99.8,100,100,99.79901,
Egypt,North Africa,Electricity,Access,Electricity access,Population access to electricity-Quintile 1 (% of population),% of population,,AIKP Database,,,,,,,,,,,,,,,,,,,,,,NULL,NULL,NULL,100,NULL,NULL,,
Egypt,North Africa,Electricity,Access,Electricity access,Population access to electricity-Quintile 2 (% of population),% of population,,AIKP Database,,,,,,,,,,,,,,,,,,,,,,NULL,NULL,NULL,100,NULL,NULL,,
Egypt,North Africa,Electricity,Access,Electricity access,Population access to electricity-Quintile 3 (% of population),% of population,,AIKP Database,,,,,,,,,,,,,,,,,,,,,,NULL,NULL,NULL,99.69675,NULL,NULL,,
Egypt,North Africa,Electricity,Access,Electricity access,Population access to electricity-Quintile 4 (% of population),% of population,,AIKP Database,,,,,,,,,,,,,,,,,,,,,,NULL,NULL,NULL,99.88461,NULL,NULL,,
Egypt,North Africa,Electricity,Access,Electricity access,Population access to electricity-Quintile 5 (% of population),% of population,,AIKP Database,,,,,,,,,,,,,,,,,,,,,,NULL,NULL,NULL,99.48206,NULL,NULL,,
Egypt,North Africa,Electricity,Access,Electricity access,Population access to electricity-Rural (% of population),% of population,,Tracking SDG7/WBG,90.24545,90.85499,87.9,92.06097,92.64882,91.9,93.77139,94.28788,94.77113,95.22262,95.9,96.02796,96.39751,97.8,98.90439,99.1,98.7116,98.28574,99.3,99.1656,99.48609,99.86694,99.84715,100,99.8,100,100,99.72374,
Egypt,North Africa,Electricity,Access,Electricity access,Population access to electricity-Urban (% of population),% of population,,Tracking SDG7/WBG,98.78085,98.8459,98.4,98.97379,99.03503,99,99.14722,99.19612,99.23895,99.27519,99.5,99.3304,99.3531,99.7,99.80428,99.8,99.47402,99.52501,99.9,99.66251,99.67411,99.83492,99.53282,99.96632,99.9,99.99905,100,99.9,
Egypt,North Africa,Electricity,Access,Electricity access,Population without access to electricity-National (millions of people),Millions of people,,Tracking SDG7/WBG,3.469726,3.337929,3.962345,3.039919,2.880153,2.867147,2.55458,2.393587,2.237578,2.089618,1.607838,1.821397,1.694884,0.8877833,1.431239,0.4606689,0.7503269,0.9388614,0.1619078,0.5117258,0.294632,0.1261214,0.2634398,0.004405684,0.1836251,0,0,,
Egypt,North Africa,Electricity,Access,Electricity access,Population without access to electricity-Rural (millions of people),Millions of people,,Tracking SDG7/WBG,3.165405,3.044024,3.547265,2.76903,2.621162,2.594361,2.31824,2.166743,2.018601,1.876974,1.458249,1.617063,1.493485,0.7924908,1.367827,0.3945982,0.573254,0.7761151,0.1270506,0.3919421,0.1767178,0.06514575,0.08702642,0,0.1440824,0,0,,
Egypt,North Africa,Electricity,Access,Electricity access,Population without access to electricity-Urban (millions of people),Millions of people,,Tracking SDG7/WBG,0.3043214,0.2939053,0.4150809,0.270889,0.2589913,0.2727868,0.2363403,0.2268445,0.2189771,0.2126434,0.1495883,0.204334,0.2013994,0.09529244,0.06341206,0.06607067,0.1770729,0.1627464,0.03485712,0.1197837,0.1179142,0.06097566,0.1764134,0.01301234,0.03954275,0.000385773,0,,
Egypt,North Africa,Social and Economic,Population,Population,Population; Total (millions of people),Millions of people,,AfDB Data portal,56.39727,57.68983,58.92202,60.10837,61.27285,62.43453,63.59563,64.75456,65.92262,67.11288,69.90599,71.22694,72.59012,73.98194,75.3819,76.77815,78.15905,79.53725,80.95388,82.46502,84.1076,85.89756,87.81326,89.80743,91.81257,93.77818,95.68868,97.553,99.376
Egypt,North Africa,Social and Economic,Population,Population,Rural population (millions of people),Millions of people,,AfDB Data portal,31.84268,32.51305,33.14773,33.75854,34.36448,34.97993,35.60861,36.17925,36.71763,37.26824,37.83244,38.41221,39.00872,39.62181,40.25048,40.89388,41.55132,42.25322,42.98645,43.73196,44.488,45.25371,46.00999,46.75165,47.4726,48.16785,48.83453,55.893,56.938
Egypt,North Africa,Social and Economic,Population,Population,Urban population (millions of people),Millions of people,,AfDB Data portal,24.49393,24.87454,25.22298,25.54924,25.86738,26.18847,26.51498,26.91482,27.36681,27.82954,28.30415,28.79198,29.29419,29.81067,30.34081,30.8838,31.43944,31.97636,32.50547,33.04307,33.58771,34.13876,34.71188,35.30473,35.91414,36.53783,37.17509,35.692,37.349
Equatorial Guinea,Central Africa,Electricity,Supply,Electricity supply,Electricity export (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Central Africa,Electricity,Supply,Electricity supply,Electricity final consumption (GWh),GWh,,AFREC Database,,,,,,,,,,,29.286,37.082,42.463,52.708,55.64,59.055,62.47,54.402,64.402,64.402,283.03,283.0145,317.1646,360.5858,647.537,668,727.703,750,775
Equatorial Guinea,Central Africa,Electricity,Supply,Electricity supply,Electricity final consumption per capita (KWh),KWh per capita,,AFREC Database,,,,,,,,,,,47.67199,57.96218,63.71932,75.88132,76.76421,77.97923,78.85466,65.59777,74.16014,70.84064,297.5805,284.6398,305.3791,332.7217,573.3339,568.3225,595.7502,591.6277,589.8497
Equatorial Guinea,Central Africa,Electricity,Supply,Electricity supply,Electricity generated from biofuels and waste (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Central Africa,Electricity,Supply,Electricity supply,Electricity generated from fossil fuels (GWh),GWh,,AFREC Database,,,,,,,,,,,40,52,56,69,73,78,83,87,87,87,396,395.952,395.952,395.952,396,403.1065,410.904,419.3779,428.5233
Equatorial Guinea,Central Africa,Electricity,Supply,Electricity supply,Electricity generated from geothermal energy (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Central Africa,Electricity,Supply,Electricity supply,Electricity generated from hydropower (GWh),GWh,,AFREC Database,,,,,,,,,,,2,2,5,7,7,7,7,7,7,7,14,14.016,14.016,17.52,543,566.912,571.2611,577.3054,586.4421
Equatorial Guinea,Central Africa,Electricity,Supply,Electricity supply,Electricity generated from nuclear power (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Central Africa,Electricity,Supply,Electricity supply,Electricity generated from renewable sources (GWh),GWh,,AFREC Database,,,,,,,,,,,2,2,5,7,7,7,7,7,7,7,14,14.016,14.016,17.52,543,566.912,571.2611,577.3054,586.4421
Equatorial Guinea,Central Africa,Electricity,Supply,Electricity supply,"Electricity generated from solar, wind, tide, wave and other sources (GWh)",GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Central Africa,Electricity,Supply,Electricity supply,Electricity generation per capita (KWh),KWh per capita,,AFREC Database,,,,,,,,,,,68.36794,84.40639,91.53565,109.4138,110.3727,112.2383,113.6052,113.3449,108.2428,103.3977,431.078,412.3224,394.734,381.5211,831.3972,825.2744,804.0714,786.2208,772.4862
Equatorial Guinea,Central Africa,Electricity,Supply,Electricity supply,"Electricity generation, Total (GWh)",GWh,,AFREC Database,,,,,,,,,,,42,54,61,76,80,85,90,94,94,94,410,409.968,409.968,413.472,939,970.0185,982.1651,996.6834,1014.965
Equatorial Guinea,Central Africa,Electricity,Supply,Electricity supply,Electricity import (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Central Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Bioenergy (MW),MW,,IRENA database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Central Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Geothermal (MW),MW,,IRENA database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Central Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Hydropower (MW),MW,,IRENA database,,,,,,,,,,,2,2,3,3,3,3,3,7,7,7,7,7,127,127,127,127,127,125.6,125.6
Equatorial Guinea,Central Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Solar (MW),MW,,IRENA database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Central Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Total renewable energy (MW),MW,,IRENA database,,,,,,,,,,,2,2,3,3,3,3,3,7,7,7,7,7,127,127,127,127,127,125.6,125.6
Equatorial Guinea,Central Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Wind (MW),MW,,IRENA database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Central Africa,Energy,Access,Energy access,Energy: Population without access to clean cooking fuels (millions of people),Millions of people,,Tracking SDG7/WBG,,,,,,,,,,,0.47,,,,,0.56,,,,,0.66,NULL,NULL,NULL,0.75,NULL,0.8,,
Equatorial Guinea,Central Africa,Energy,Efficiency,Energy efficiency,National energy intensity (MJ/USD PPP 2011),MJ/USD PPP 2011,,Tracking SDG7/WBG,11.82522,11.95305,8.879037,7.867429,6.802058,5.86846,4.019704,2.229462,1.402178,1.677307,1.392995,1.558237,2.677484,3.353624,2.028219,2.20129,2.420328,2.428506,1.880211,1.915121,2.133373,2.106011,2.039734,1.920494,2.065919,2.214437,NULL,,
Equatorial Guinea,Central Africa,Electricity,Access,Electricity access,Population access to electricity-National (% of population),% of population,,Tracking SDG7/WBG,58.59144,59.01052,59.42908,59.84458,60.25397,60.65417,61.04215,61.41482,61.76915,62.10205,62.41201,62.70355,62.98275,63.25566,63.52836,63.8069,64.09734,64.40575,64.73668,65.08864,65.45862,66.1,66.24064,66.64667,67.05871,67.47375,67.88929,80.35982,
Equatorial Guinea,Central Africa,Electricity,Access,Electricity access,Population access to electricity-Rural (% of population),% of population,,Tracking SDG7/WBG,36.54339,36.3985,36.24539,36.08778,35.91529,36.79435,37.66172,38.51016,39.33229,40.12357,40.88119,41.61274,42.32568,43.01603,43.69444,44.36782,45.04601,45.73767,46.44906,47.18047,47.92727,43,49.45682,50.23332,51.01377,51.7944,52.57348,48.16743,
Equatorial Guinea,Central Africa,Electricity,Access,Electricity access,Population access to electricity-Urban (% of population),% of population,,Tracking SDG7/WBG,100,99.65254,99.30269,98.94974,98.59387,98.23477,97.87542,97.50783,97.13404,96.75304,96.36445,95.97042,95.57378,95.17734,94.78392,94.39633,94.0174,93.64994,93.29599,92.95454,92.62381,93.1,91.98734,91.67802,91.37228,91.06833,90.76467,93.1,
Equatorial Guinea,Central Africa,Electricity,Access,Electricity access,Population without access to electricity-National (millions of people),Millions of people,,Tracking SDG7/WBG,0.1767508,0.1806095,0.1846577,0.1889754,0.1936188,0.1986457,0.2041388,0.2101488,0.2166439,0.2235744,0.2309117,0.2386085,0.2466855,0.2552302,0.2643526,0.2740965,0.284427,0.2951927,0.306233,0.317383,0.3285245,0.3370643,0.3506224,0.3614654,0.3720469,0.38231,0.3922291,,
Equatorial Guinea,Central Africa,Electricity,Access,Electricity access,Population without access to electricity-Rural (millions of people),Millions of people,,Tracking SDG7/WBG,0.1767508,0.1800622,0.1834909,0.1871075,0.190959,0.1951847,0.199816,0.2048792,0.2103398,0.2161401,0.2222448,0.228606,0.2352426,0.242232,0.2496752,0.257607,0.2659889,0.2746737,0.2835062,0.2923244,0.3010074,0.3100767,0.3177817,0.3257478,0.3333072,0.340398,0.3469895,,
Equatorial Guinea,Central Africa,Electricity,Access,Electricity access,Population without access to electricity-Urban (millions of people),Millions of people,,Tracking SDG7/WBG,0,0.000547295,0.001166881,0.001867923,0.002659846,0.003460942,0.004322756,0.005269549,0.006304107,0.007434263,0.008666937,0.01000254,0.01144294,0.01299818,0.01467742,0.01648952,0.01843813,0.02051901,0.02272686,0.02505864,0.02751702,0.02698756,0.03284071,0.03571759,0.03873965,0.04191196,0.04523963,,
Equatorial Guinea,Central Africa,Social and Economic,Population,Population,Population; Total (millions of people),Millions of people,,AfDB Data portal,0.377363,0.390381,0.404081,0.418409,0.433197,0.448332,0.463844,0.479836,0.49633,0.513347,0.614323,0.639762,0.666407,0.694611,0.724817,0.757317,0.792217,0.829327,0.868418,0.909111,0.951104,0.99429,1.038593,1.083746,1.129424,1.175389,1.22149,1.267,1.314
Equatorial Guinea,Central Africa,Social and Economic,Population,Population,Rural population (millions of people),Millions of people,,AfDB Data portal,0.243958,0.248281,0.2527,0.257159,0.261498,0.270248,0.279179,0.28832,0.29768,0.30727,0.317096,0.32717,0.337487,0.347944,0.35849,0.369093,0.379727,0.390401,0.401153,0.412044,0.423107,0.434348,0.445731,0.457215,0.468734,0.480241,0.49171,0.359,0.366
Equatorial Guinea,Central Africa,Social and Economic,Population,Population,Urban population (millions of people),Millions of people,,AfDB Data portal,0.129893,0.138137,0.146925,0.156228,0.166005,0.171581,0.17721,0.182968,0.188862,0.194899,0.302,0.325,0.35,0.377,0.406,0.437,0.471,0.507,0.545,0.585,0.627,0.671,0.717,0.754,0.792,0.83,0.869,0.908,0.948
Eritrea,East Africa,Electricity,Supply,Electricity supply,Electricity export (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,East Africa,Electricity,Supply,Electricity supply,Electricity final consumption (GWh),GWh,,AFREC Database,,,,,,,,,,,167,183,201,214,218,226,214,230,227,242,256,271,285,295,283,312,338,353,370
Eritrea,East Africa,Electricity,Supply,Electricity supply,Electricity final consumption per capita (KWh),KWh per capita,,AFREC Database,,,,,,,,,,,49.22187,52.32871,55.60721,57.24581,56.49684,56.9412,52.62319,55.37722,53.63088,56.14414,58.3032,60.56285,62.48661,63.42725,59.6286,64.37003,68.21881,69.6413,71.31915
Eritrea,East Africa,Electricity,Supply,Electricity supply,Electricity generated from biofuels and waste (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,East Africa,Electricity,Supply,Electricity supply,Electricity generated from fossil fuels (GWh),GWh,,AFREC Database,,,,,,,,,,,209,232,258,276,282,288,267,286,285,293,309,335,382.6368,361,368,404,419,431.9954,445.6864
Eritrea,East Africa,Electricity,Supply,Electricity supply,Electricity generated from geothermal energy (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,East Africa,Electricity,Supply,Electricity supply,Electricity generated from hydropower (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,East Africa,Electricity,Supply,Electricity supply,Electricity generated from nuclear power (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,East Africa,Electricity,Supply,Electricity supply,Electricity generated from renewable sources (GWh),GWh,,AFREC Database,,,,,,,,,,,1,0,0,1,1,1,1,2,2,2,2,4.1172,4.1172,6.3652,7,2,2,2.0473,2.0958
Eritrea,East Africa,Electricity,Supply,Electricity supply,"Electricity generated from solar, wind, tide, wave and other sources (GWh)",GWh,,AFREC Database,,,,,,,,,,,1,0,0,1,1,1,1,2,2,2,2,4.1172,4.1172,6.3652,7,2,2,2.0473,2.0958
Eritrea,East Africa,Electricity,Supply,Electricity supply,Electricity generation per capita (KWh),KWh per capita,,AFREC Database,,,,,,,,,,,61.89576,66.34023,71.37642,74.09855,73.34222,72.81419,65.90194,69.34192,67.80644,68.44017,70.82927,75.78563,84.7963,78.98631,79.01316,83.76357,84.97077,85.62976,86.31203
Eritrea,East Africa,Electricity,Supply,Electricity supply,"Electricity generation, Total (GWh)",GWh,,AFREC Database,,,,,,,,,,,210,232,258,277,283,289,268,288,287,295,311,339.1172,386.754,367.3652,375,406,421,434.0428,447.7823
Eritrea,East Africa,Electricity,Supply,Electricity supply,Electricity import (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,East Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Bioenergy (MW),MW,,IRENA database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,East Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Geothermal (MW),MW,,IRENA database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,East Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Hydropower (MW),MW,,IRENA database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,East Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Solar (MW),MW,,IRENA database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2.7
Eritrea,East Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Total renewable energy (MW),MW,,IRENA database,,,,,,,,,,,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,3.5,3.5
Eritrea,East Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Wind (MW),MW,,IRENA database,,,,,,,,,,,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Eritrea,East Africa,Energy,Efficiency,Energy efficiency,Energy intensity in Industry (MJ/USD PPP 2011),MJ/USD PPP 2011,,Tracking SDG7/WBG,0,0,1,1,1,1,1,1,0,1,1.031968,1.180276,1.035336,0.919909,0.8167392,0.7854227,0.7510049,0.7128155,0.6098146,0.753741,0.5348753,0.5450981,0.5509604,0.5678338,0.5802392,0.5992591,NULL,,
Eritrea,East Africa,Energy,Efficiency,Energy efficiency,Energy intensity in Services (MJ/USD PPP 2011),MJ/USD PPP 2011,,Tracking SDG7/WBG,0,0,0,1,0,0,0,0,0,0,0.6327587,0.603655,0.5708773,0.6142787,0.5217216,0.5363992,0.5333599,0.5171865,0.5107364,0.5005066,0.4641442,0.4837093,0.4982721,0.4974414,0.5055907,0.5133277,NULL,,
Eritrea,East Africa,Energy,Access,Energy access,Energy: Population without access to clean cooking fuels (millions of people),Millions of people,,Tracking SDG7/WBG,,,,,,,,,,,3.19,,,,,3.62,,,,,3.86,NULL,NULL,NULL,4.04,NULL,4.15,,
Eritrea,East Africa,Energy,Efficiency,Energy efficiency,National energy intensity (MJ/USD PPP 2011),MJ/USD PPP 2011,,Tracking SDG7/WBG,,,10.60172,9.810299,8.347867,8.52265,8.188041,7.540051,4.816401,4.993259,5.202373,5.012197,4.909889,5.401414,4.939409,4.934521,4.539425,4.622241,4.82006,4.96597,4.987259,4.705405,4.670516,4.69306,4.741397,4.828972,NULL,,
Eritrea,East Africa,Electricity,Access,Electricity access,Population access to electricity-National (% of population),% of population,,Tracking SDG7/WBG,17.84095,19.01162,20.18179,21.34889,22.50988,22.9,24.80127,25.92554,27.03147,28.11598,29.17754,30.22069,32.2,32.276,33.3003,34.33044,35.37249,36.4325,37.51503,38.6186,39.74018,40.87679,42.02541,43.18304,44.34668,45.51332,46.68046,44.30756,
Eritrea,East Africa,Electricity,Access,Electricity access,Population access to electricity-Rural (% of population),% of population,,Tracking SDG7/WBG,5.85208,7.181949,8.507367,9.824344,11.13258,2.1,13.70354,14.96212,16.19702,17.4061,18.58882,19.74852,3,22.03186,23.16889,24.31261,25.47126,26.65122,27.8592,29.09339,30.35268,31.63364,33.14844,34.67321,36.20464,37.7394,39.2747,17.14265,
Eritrea,East Africa,Electricity,Access,Electricity access,Population access to electricity-Urban (% of population),% of population,,Tracking SDG7/WBG,81.731,81.46099,81.1908,80.91958,80.64629,80.6,80.08942,79.80377,79.51194,79.21289,78.90624,78.59416,78.3,77.96497,77.6535,77.34786,77.05088,76.76537,76.49336,76.23386,75.98508,75.74522,75.5125,75.28513,75.06134,74.83933,74.61762,86,
Eritrea,East Africa,Electricity,Access,Electricity access,Population without access to electricity-National (millions of people),Millions of people,,Tracking SDG7/WBG,2.557867,2.532747,2.489196,2.437435,2.390913,2.382513,2.343477,2.341753,2.352668,2.373799,2.402865,2.440269,2.450725,2.531703,2.57369,2.606429,2.628174,2.640169,2.644761,2.645744,2.645912,2.645581,2.594183,2.542383,2.490314,2.43811,2.385884,,
Eritrea,East Africa,Electricity,Access,Electricity access,Population without access to electricity-Rural (millions of people),Millions of people,,Tracking SDG7/WBG,2.468001,2.440413,2.39498,2.341583,2.293178,2.283381,2.23975,2.2338,2.23963,2.254852,2.27723,2.30705,2.309153,2.380837,2.413351,2.436605,2.449025,2.451818,2.447224,2.438753,2.428989,2.418161,2.364582,2.31065,2.256482,2.202197,2.147892,,
Eritrea,East Africa,Electricity,Access,Electricity access,Population without access to electricity-Urban (millions of people),Millions of people,,Tracking SDG7/WBG,0.08986574,0.09233409,0.09421662,0.09585164,0.09773505,0.09913187,0.1037271,0.1079531,0.1130386,0.1189472,0.1256357,0.1332188,0.1415721,0.1508657,0.1603386,0.1698244,0.1791486,0.1883509,0.1975376,0.2069902,0.216923,0.2274194,0.2296014,0.2317333,0.2338316,0.2359132,0.237992,,
Eritrea,East Africa,Social and Economic,Population,Population,Population; Total (millions of people),Millions of people,,AfDB Data portal,3.139083,3.160644,3.160617,3.150811,3.147871,3.164095,3.202598,3.260612,3.337227,3.429656,3.392801,3.497124,3.614639,3.738265,3.858623,3.969007,4.066648,4.153332,4.232636,4.310334,4.39084,4.47469,4.560977,4.650998,4.746045,4.846976,4.954645,5.069,5.188
Eritrea,East Africa,Social and Economic,Population,Population,Rural population (millions of people),Millions of people,,AfDB Data portal,2.755498,2.784295,2.796731,2.802478,2.815015,2.844281,2.892762,2.958352,3.040623,3.137739,3.247783,3.3717,3.508799,3.653378,3.797967,3.937204,4.068506,4.192991,4.313564,4.434872,4.560068,4.689668,4.82187,4.954751,5.085592,5.212446,5.334829,0.359,0.366
Eritrea,East Africa,Social and Economic,Population,Population,Urban population (millions of people),Millions of people,,AfDB Data portal,0.517065,0.527424,0.535187,0.542148,0.550918,0.563531,0.580637,0.602001,0.627727,0.657645,0.691565,0.729909,0.772777,0.819155,0.867555,0.916862,0.96653,1.016855,1.068599,1.123017,1.181091,1.243184,1.309052,1.378384,1.450584,1.525188,1.602027,2,2.079
Ethiopia,East Africa,Electricity,Supply,Electricity supply,Electricity export (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,332,563,954,712,166,179,179,179
Ethiopia,East Africa,Electricity,Supply,Electricity supply,Electricity final consumption (GWh),GWh,,AFREC Database,,,,,,,,,,,1419,1449,1698,1834,2051,2334,2567,2773,3126,3253,3837,4370,5276,6087,6529,7288,8802,8917,9042
Ethiopia,East Africa,Electricity,Supply,Electricity supply,Electricity final consumption per capita (KWh),KWh per capita,,AFREC Database,,,,,,,,,,,21.32637,21.15568,24.08607,25.28081,27.48431,30.41951,32.5552,34.23439,37.57894,38.08409,43.75009,48.53035,57.07228,64.1495,67.05573,72.97266,85.95435,84.95827,84.08433
Ethiopia,East Africa,Electricity,Supply,Electricity supply,Electricity generated from biofuels and waste (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,East Africa,Electricity,Supply,Electricity supply,Electricity generated from fossil fuels (GWh),GWh,,AFREC Database,,,,,,,,,,,23,19,40,39,47,45,40,162,418,434,31,11,12,8,9,4,4.0334,4.3513,4.6763
Ethiopia,East Africa,Electricity,Supply,Electricity supply,Electricity generated from geothermal energy (GWh),GWh,,AFREC Database,,,,,,,,,,,5,1,1,0,0,5,0,0,13.87,14,24,18,7.98,0,0,0,0,0,0
Ethiopia,East Africa,Electricity,Supply,Electricity supply,Electricity generated from hydropower (GWh),GWh,,AFREC Database,,,,,,,,,,,1789.8,1991.8,2023.6,2279,2532.2,2845.24,3291.54,3370.09,3370,3296,3524,4931,6241,7388,8338,9674,10350.7,10825.07,11396.39
Ethiopia,East Africa,Electricity,Supply,Electricity supply,Electricity generated from nuclear power (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,East Africa,Electricity,Supply,Electricity supply,Electricity generated from renewable sources (GWh),GWh,,AFREC Database,,,,,,,,,,,1794.8,1992.8,2024.6,2279,2532.2,2850.24,3291.54,3370.09,3383.87,3310,3548,5075.144,6572.336,8069.429,9192,10433,11164.8,11656.4,12245.31
Ethiopia,East Africa,Electricity,Supply,Electricity supply,"Electricity generated from solar, wind, tide, wave and other sources (GWh)",GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,126.144,294.336,489.4288,498,759,814.1,831.3289,848.9226
Ethiopia,East Africa,Electricity,Supply,Electricity supply,Electricity generation per capita (KWh),KWh per capita,,AFREC Database,,,,,,,,,,,27.32,29.37266,29.28627,31.95252,34.56242,37.73426,42.25125,43.60583,45.70385,43.83241,40.80833,56.48337,71.22499,85.12617,94.49835,104.5027,109.0672,111.0998,113.9164
Ethiopia,East Africa,Electricity,Supply,Electricity supply,"Electricity generation, Total (GWh)",GWh,,AFREC Database,,,,,,,,,,,1817.8,2011.8,2064.6,2318,2579.2,2895.24,3331.54,3532.09,3801.87,3744,3579,5086.144,6584.336,8077.429,9201,10437,11168.83,11660.75,12249.99
Ethiopia,East Africa,Electricity,Supply,Electricity supply,Electricity import (GWh),GWh,,AFREC Database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,East Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Bioenergy (MW),MW,,IRENA database,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.6,191.6
Ethiopia,East Africa,Electricity,Technical,Electricity technical indicators,Electricity installed capacity in Geothermal (MW),MW,,IRENA database,,,,,,,,,,,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
